,PrimerMix,Target,Assay,Conc,Exp_id,MeltPeaks,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
109,PM9.8,mcr-3,G12,1000,20200520_04,82.37134028,-0.00162506,-0.00043586,0.00048064,0.00079414,0.00078614,0.00098904,0.00124004,0.00124214,0.00133134,0.00143324,0.00156134,0.00152424,0.00171834,0.00198324,0.00185484,0.00209934,0.00206794,0.00226764,0.00257014,0.00260584,0.00292194,0.00326624,0.00373184,0.00447364,0.00552074,0.00703104,0.00992364,0.01473294,0.02303664,0.03638234,0.05543734,0.07867334,0.10435334,0.13115734,0.15715334,0.18159434,0.20483034,0.22584734,0.24500934,0.26242934,0.27872334,0.29328034,0.30691434,0.32067234,0.33265134
110,PM9.8,mcr-3,G12,10000,20200520_04,82.4612527,-0.00016054,-0.00029584,-0.00024464,0.00022426,0.00047676,0.00065316,0.00099216,0.00118316,0.00132316,0.00157986,0.00175626,0.00210266,0.00224906,0.00266426,0.00284486,0.00305006,0.00334356,0.00341446,0.00397656,0.00431046,0.00520186,0.00633576,0.00845446,0.01160286,0.01728336,0.02665916,0.04114016,0.06015976,0.08264876,0.10675476,0.13181476,0.15531676,0.17801676,0.19850076,0.21781076,0.23563776,0.25123376,0.26581276,0.27883776,0.29119376,0.30257676,0.31269576,0.32266676,0.33201076,0.34084276
111,PM9.8,mcr-3,G12,10000,20200520_04,82.43620354,-0.00030162,-0.00027682,-3.92E-05,0.00029608,0.00032158,0.00041978,0.00037408,0.00049988,0.00046828,0.00060688,0.00047418,0.00062018,0.00056308,0.00061388,0.00068768,0.00056108,0.00092878,0.00081848,0.00103688,0.00135898,0.00180068,0.00291258,0.00472188,0.00789088,0.01363248,0.02311288,0.03747588,0.05636108,0.07904408,0.10321408,0.12680708,0.15030008,0.17144508,0.19158208,0.21017208,0.22705008,0.24214508,0.25628608,0.26841208,0.28003608,0.29120608,0.30168608,0.31153108,0.32155308,0.33205208
112,PM9.8,mcr-3,G12,10000,20200520_04,82.43116388,-0.0013658,-0.0001056,0.0001944,0.0006578,0.0006192,0.00083,0.0008282,0.0008705,0.0008063,0.0009989,0.0011521,0.0010901,0.0012717,0.0012567,0.0013284,0.0013775,0.0014364,0.0015013,0.0017701,0.0022207,0.0028,0.0038621,0.0058347,0.0091437,0.0148796,0.0250082,0.040057,0.059722,0.082843,0.107341,0.131672,0.155191,0.17681,0.196688,0.215102,0.231415,0.246558,0.260315,0.272836,0.284483,0.294904,0.30487,0.313772,0.322076,0.330469
113,PM9.8,mcr-3,G12,10000,20200520_04,82.44787793,-0.00182086,-0.00036526,0.00044154,0.00079284,0.00095174,0.00098224,0.00140274,0.00123564,0.00135994,0.00153194,0.00155994,0.00167524,0.00186884,0.00167404,0.00205644,0.00194714,0.00217864,0.00219854,0.00253174,0.00306274,0.00320764,0.00467014,0.00629924,0.00983794,0.01621054,0.02638654,0.04220304,0.06264604,0.08736904,0.11325504,0.13980004,0.16532504,0.18911004,0.21171804,0.23163504,0.24984004,0.26696104,0.28188804,0.29529404,0.30926704,0.32051804,0.33156404,0.34209404,0.35225804,0.36129804
114,PM9.8,mcr-3,G12,10000,20200520_04,82.53602108,-0.00134916,-0.00013366,0.00044884,0.00031644,0.00071754,0.00088604,0.00086894,0.00083544,0.00077204,0.00113934,0.00077294,0.00121444,0.00106024,0.00117394,0.00127124,0.00112354,0.00156404,0.00142294,0.00176054,0.00209924,0.00281794,0.00393114,0.00595264,0.00961914,0.01577154,0.02614894,0.04199944,0.06249744,0.08610344,0.11125544,0.13661344,0.16059444,0.18270944,0.20348444,0.22252144,0.23907744,0.25465544,0.26884544,0.28214044,0.29392944,0.30509744,0.31510044,0.32517444,0.33408244,0.34323244
115,PM9.8,mcr-3,G12,10000,20200520_04,82.49890304,-0.00196082,-0.00021802,0.00022938,0.00078628,0.00116318,0.00095068,0.00116048,0.00140928,0.00124388,0.00142108,0.00141898,0.00155798,0.00174588,0.00187488,0.00192748,0.00200928,0.00253928,0.00284338,0.00275508,0.00335458,0.00400458,0.00536198,0.00731488,0.01110158,0.01715018,0.02781018,0.04397368,0.06602868,0.09111468,0.11885668,0.14705668,0.17328868,0.19927568,0.22242368,0.24355468,0.26306768,0.28063468,0.29661068,0.31155668,0.32493768,0.33765468,0.34888868,0.35986068,0.37069668,0.37994168
116,PM9.8,mcr-3,G12,100000,20200520_04,82.51833119,-0.00133486,-0.00037096,0.00034394,0.00060404,0.00075784,0.00070144,0.00102634,0.00108934,0.00109664,0.00102314,0.00128264,0.00132834,0.00161654,0.00176364,0.00187964,0.00197254,0.00237414,0.00332034,0.00460444,0.00717414,0.01161304,0.01989054,0.03229284,0.05011884,0.07253484,0.09750584,0.12305684,0.14793984,0.17159684,0.19378184,0.21404484,0.23263184,0.24912084,0.26362984,0.27797184,0.29067884,0.30268084,0.31278684,0.32339084,0.33307184,0.34170284,0.35010484,0.35859284,0.36753484,0.37513984
117,PM9.8,mcr-3,G12,100000,20200520_04,82.57483151,-0.00133806,-0.00024356,0.00035704,0.00055384,0.00067074,0.00095164,0.00106684,0.00118434,0.00094424,0.00127514,0.00124224,0.00135264,0.00172714,0.00181044,0.00183464,0.00195684,0.00284744,0.00379074,0.00553124,0.00840964,0.01417024,0.02415304,0.03975734,0.06160534,0.08787634,0.11684634,0.14554834,0.17329034,0.19964334,0.22373134,0.24466534,0.26445334,0.28188534,0.29821734,0.31218434,0.32452534,0.33501934,0.34698234,0.35776134,0.36829234,0.37783434,0.38728234,0.39603734,0.40497934,0.41452234
118,PM9.8,mcr-3,G12,100000,20200520_04,82.50202183,-0.00137974,-0.00028324,0.00014166,0.00055546,0.00096586,0.00112326,0.00111086,0.00130396,0.00138266,0.00137446,0.00164406,0.00156846,0.00168256,0.00211496,0.00227876,0.00262506,0.00324986,0.00419036,0.00583466,0.00888566,0.01424026,0.02380866,0.03817436,0.05874536,0.08372436,0.11085736,0.13852736,0.16466436,0.18898636,0.21227036,0.23338336,0.25256536,0.27034336,0.28650536,0.30079736,0.31408436,0.32688736,0.33799636,0.34865836,0.35904136,0.36905236,0.37727936,0.38625336,0.39518936,0.40413936
119,PM9.8,mcr-3,G12,100000,20200520_04,82.48560526,-0.00121614,-0.00036644,0.00022436,0.00068406,0.00067416,0.00105696,0.00110756,0.00133616,0.00148786,0.00164676,0.00165696,0.00194966,0.00214826,0.00226576,0.00240886,0.00274676,0.00330546,0.00403236,0.00520006,0.00828636,0.01275886,0.02090126,0.03363316,0.04996316,0.07257916,0.09768916,0.12336616,0.14848916,0.17238916,0.19494916,0.21563516,0.23378316,0.25125916,0.26653316,0.28024516,0.29343816,0.30634316,0.31718616,0.32722416,0.33681116,0.34645616,0.35533316,0.36225216,0.37051016,0.37830316
120,PM9.8,mcr-3,G12,100000,20200520_04,82.52960571,-0.00140448,-1.85E-05,0.00038142,0.00044932,0.00059222,0.00096392,0.00079842,0.00070442,0.00079362,0.00095482,0.00105802,0.00109102,0.00126932,0.00143592,0.00141512,0.00186752,0.00227252,0.00317542,0.00457032,0.00722072,0.01202802,0.02094152,0.03429052,0.05344952,0.07702152,0.10356752,0.13004652,0.15644052,0.18081452,0.20343552,0.22456852,0.24334652,0.26064052,0.27632752,0.29048852,0.30374352,0.31572752,0.32710852,0.33782952,0.34736652,0.35643352,0.36482752,0.37312452,0.38087152,0.38845452
121,PM9.8,mcr-3,G12,100000,20200520_04,82.49312605,-0.00192864,-0.00028514,0.00053416,0.00066196,0.00101766,0.00108476,0.00125446,0.00142686,0.00136386,0.00164606,0.00182516,0.00181096,0.00203396,0.00223946,0.00222496,0.00262686,0.00313506,0.00405816,0.00556786,0.00804616,0.01288166,0.02117766,0.03421146,0.05278246,0.07613246,0.10149846,0.12841846,0.15470246,0.17942346,0.20210946,0.22374546,0.24293346,0.26025946,0.27692846,0.29165446,0.30532646,0.31755846,0.32869746,0.33991246,0.34971146,0.35904146,0.36742046,0.37566946,0.38427646,0.39127446
122,PM9.8,mcr-3,G12,1000000,20200520_04,82.50391223,-0.00085402,-0.00020182,-0.00012702,0.00051518,0.00066768,0.00074808,0.00086628,0.00079808,0.00104568,0.00112528,0.00140958,0.00136518,0.00200688,0.00247978,0.00347108,0.00532028,0.00868788,0.01459018,0.02493018,0.04048688,0.06104388,0.08561388,0.11159188,0.13726688,0.16191488,0.18523888,0.20662788,0.22658788,0.24355688,0.25986888,0.27436488,0.28760488,0.30023988,0.31152788,0.32174188,0.33153888,0.34039488,0.34905788,0.35721188,0.36508188,0.37170288,0.37877888,0.38438588,0.39069088,0.39721988
123,PM9.8,mcr-3,G12,1000000,20200520_04,82.46975946,-0.00142374,-0.00022604,0.00013606,0.00061726,0.00089646,0.00085156,0.00096396,0.00133526,0.00118476,0.00154596,0.00163806,0.00199486,0.00230066,0.00302116,0.00426046,0.00621496,0.00999426,0.01685906,0.02826556,0.04523456,0.06798556,0.09469556,0.12166756,0.14957456,0.17513056,0.19928856,0.22199256,0.24190956,0.26016756,0.27647756,0.29154956,0.30506956,0.31815056,0.32945956,0.33995956,0.35017656,0.35973156,0.36842456,0.37653856,0.38437856,0.39195556,0.39917156,0.40556956,0.41369256,0.42106756
124,PM9.8,mcr-3,G12,1000000,20200520_04,82.44801725,-0.00130316,-0.00027246,0.00012334,0.00057324,0.00087904,0.00086954,0.00095084,0.00130174,0.00122384,0.00117444,0.00124534,0.00158594,0.00213944,0.00275784,0.00372024,0.00569484,0.00910164,0.01515274,0.02521234,0.04013514,0.06024214,0.08387814,0.10863214,0.13295914,0.15617514,0.17801514,0.19776714,0.21608014,0.23245914,0.24717314,0.26068214,0.27361314,0.28532714,0.29534914,0.30514714,0.31389214,0.32255614,0.33026714,0.33775114,0.34518914,0.35111414,0.35754114,0.36300014,0.36889814,0.37466714
125,PM9.8,mcr-3,G12,1000000,20200520_04,82.48419508,-0.00074358,-0.00036848,3.21E-05,0.00042072,0.00065922,0.00085122,0.00077892,0.00113232,0.00148302,0.00138252,0.00155392,0.00173322,0.00200342,0.00280772,0.00370452,0.00567312,0.00915912,0.01497552,0.02541562,0.04080122,0.06137822,0.08552022,0.11108522,0.13617222,0.16050122,0.18271222,0.20407022,0.22308022,0.24023422,0.25582322,0.27022022,0.28319022,0.29520122,0.30631922,0.31650022,0.32647722,0.33517022,0.34366822,0.35196722,0.35994022,0.36796522,0.37602322,0.38496922,0.39565122,0.40666822
126,PM9.8,mcr-3,G12,1000000,20200520_04,82.50944425,-0.00168326,-0.00049836,0.00039834,0.00084244,0.00094084,0.00100164,0.00107904,0.00142254,0.00148074,0.00162504,0.00167754,0.00200214,0.00247004,0.00273334,0.00385684,0.00578794,0.00890674,0.01507544,0.02480914,0.04019644,0.06052144,0.08425644,0.10999344,0.13574144,0.16015044,0.18296644,0.20459544,0.22407044,0.24178744,0.25734244,0.27214944,0.28576444,0.29827344,0.30922244,0.31999044,0.33017244,0.33936944,0.34767444,0.35549844,0.36350144,0.37086644,0.37734444,0.38425244,0.39219244,0.39944144
127,PM9.8,mcr-3,G12,1000000,20200520_04,82.45557784,-0.00149952,-0.00034072,0.00029118,0.00060918,0.00093988,0.00082468,0.00079938,0.00110138,0.00139398,0.00136798,0.00141548,0.00181768,0.00219608,0.00271748,0.00372618,0.00552858,0.00870598,0.01471818,0.02465268,0.03939408,0.05924908,0.08264608,0.10757608,0.13244108,0.15641308,0.17857508,0.19896208,0.21776508,0.23498308,0.25085208,0.26462908,0.27760008,0.28983508,0.30022508,0.31087708,0.32030608,0.32896508,0.33721408,0.34470508,0.35187008,0.35882108,0.36534108,0.37066308,0.37674808,0.38348808
128,PM9.8,mcr-3,G12,10000000,20200520_04,82.60898592,-0.00055068,-0.00024858,-5.88E-05,0.00033992,0.00051812,0.00064212,0.00047272,0.00080202,0.00119592,0.00170782,0.00234132,0.00366842,0.00645032,0.01070492,0.01861482,0.03130912,0.04950032,0.07281432,0.09807432,0.12404432,0.14946132,0.17380432,0.19638032,0.21673532,0.23552332,0.25281432,0.26749632,0.28133632,0.29445032,0.30612532,0.31741332,0.32727632,0.33682532,0.34576032,0.35375732,0.36174332,0.36890732,0.37599132,0.38320732,0.38971032,0.39720132,0.40420132,0.41219632,0.42147632,0.43188932
129,PM9.8,mcr-3,G12,10000000,20200520_04,82.56657725,-0.00067438,-0.00020218,-3.18E-06,0.00032162,0.00055812,0.00079032,0.00084792,0.00121562,0.00152592,0.00229202,0.00302502,0.00443632,0.00691642,0.01158732,0.01974392,0.03224602,0.05031022,0.07273722,0.09759422,0.12262122,0.14722222,0.17072722,0.19193722,0.21155122,0.22962122,0.24583322,0.26088122,0.27422722,0.28648222,0.29810522,0.30893622,0.31903722,0.32807822,0.33641422,0.34489522,0.35230522,0.35999122,0.36724522,0.37398822,0.38091522,0.38829822,0.39547522,0.40398522,0.41396322,0.42440522
130,PM9.8,mcr-3,G12,10000000,20200520_04,82.50880217,0.00031828,7.74E-05,-8.56E-05,-0.00019142,-0.00011862,2.27E-05,-0.00019212,0.00025388,0.00048158,0.00096728,0.00125988,0.00283318,0.00550278,0.01008058,0.01781298,0.03043088,0.04814728,0.07029528,0.09476128,0.11955328,0.14446028,0.16712228,0.18788628,0.20729628,0.22510128,0.24092528,0.25522628,0.26817128,0.28016928,0.29178528,0.30177828,0.31117128,0.31994828,0.32827628,0.33528828,0.34281528,0.34990528,0.35653728,0.36272628,0.36913028,0.37473028,0.38139628,0.38826228,0.39563928,0.40400228
131,PM9.8,mcr-3,G12,10000000,20200520_04,82.80345548,0.0001544,5.40E-06,-9.53E-05,-4.34E-05,-2.11E-05,0.0001529,0.0001351,0.0002193,0.0005202,0.0009824,0.0015089,0.0029392,0.0053671,0.0099979,0.0177574,0.0300462,0.0480864,0.0701224,0.0954554,0.1205834,0.1455214,0.1691634,0.1910664,0.2109904,0.2296224,0.2459974,0.2612854,0.2748334,0.2877174,0.2996004,0.3102464,0.3206714,0.3295154,0.3381724,0.3466194,0.3544214,0.3621594,0.3690414,0.3762844,0.3843834,0.3924854,0.4023654,0.4135034,0.4261434,0.4393144
132,PM9.8,mcr-3,G12,10000000,20200520_04,82.50267433,0.00026524,-0.00014826,-1.77E-05,-8.49E-05,-1.45E-05,0.00041034,0.00038834,0.00029044,0.00062214,0.00092574,0.00144584,0.00304434,0.00538694,0.00965514,0.01734064,0.02963924,0.04696614,0.06874614,0.09310814,0.11812314,0.14257914,0.16595014,0.18781114,0.20762814,0.22618014,0.24216914,0.25760814,0.27091314,0.28376814,0.29521614,0.30568614,0.31518214,0.32478414,0.33327514,0.34084714,0.34845114,0.35577014,0.36235114,0.36895014,0.37512214,0.38170714,0.38762814,0.39378014,0.40164514,0.41018414
133,PM9.8,mcr-3,G12,10000000,20200520_04,82.52816369,-0.00140786,-0.00041816,0.00010314,0.00076844,0.00095444,0.00133974,0.00138704,0.00133914,0.00205774,0.00266944,0.00337894,0.00496084,0.00761284,0.01237174,0.02032634,0.03333774,0.05168414,0.07511914,0.10090114,0.12771514,0.15358914,0.17843514,0.20142314,0.22201914,0.24106914,0.25836914,0.27456114,0.28897914,0.30167414,0.31411414,0.32510814,0.33611914,0.34559914,0.35489814,0.36301714,0.37127114,0.37895214,0.38608114,0.39356514,0.40069414,0.40856314,0.41594314,0.42482814,0.43546514,0.44646914
134,PM9.8,mcr-3,G12,100000000,20200520_04,84.07164346,0.00011562,-5.83E-05,-1.37E-05,0.00010192,-0.00014558,0.00033552,0.00074112,0.00180212,0.00354552,0.00668452,0.01204122,0.02132612,0.03514732,0.05343342,0.07526142,0.09816642,0.12108142,0.14356942,0.16366942,0.18334442,0.20053342,0.21691142,0.23141842,0.24436642,0.25649842,0.26764742,0.27776142,0.28755242,0.29646742,0.30459542,0.31213042,0.31922842,0.32650942,0.33364442,0.34002142,0.34772042,0.35521042,0.36283942,0.37300242,0.38356142,0.39509342,0.40577142,0.41425642,0.42236542,0.42954142
135,PM9.8,mcr-3,G12,100000000,20200520_04,84.02726808,-0.00056328,-0.00039188,-0.00011628,0.00043932,0.00063212,0.00130312,0.00195932,0.00289312,0.00499622,0.00835212,0.01448852,0.02449142,0.03981432,0.06023542,0.08377542,0.10881742,0.13335242,0.15733342,0.17980242,0.19990942,0.21822642,0.23522242,0.25133842,0.26531142,0.27785942,0.28959942,0.30037742,0.31041642,0.31980742,0.32820842,0.33728042,0.34505042,0.35292142,0.35989342,0.36792142,0.37600342,0.38501742,0.39620342,0.40810742,0.41988942,0.43179042,0.44257242,0.45275042,0.46136742,0.46961142
136,PM9.8,mcr-3,G12,100000000,20200520_04,83.91641759,0.00042152,-0.00019438,-0.00023328,-4.78E-05,5.39E-05,0.00036412,0.00081372,0.00201502,0.00388412,0.00743802,0.01325062,0.02300722,0.03788782,0.05801652,0.08081652,0.10530552,0.12973552,0.15326252,0.17504352,0.19516152,0.21373452,0.23104952,0.24593152,0.25951152,0.27272952,0.28446652,0.29481352,0.30496052,0.31416152,0.32308852,0.33151552,0.33881752,0.34603252,0.35296152,0.35962752,0.36715252,0.37470052,0.38235952,0.39107952,0.40145352,0.41194452,0.42403752,0.43462252,0.44455752,0.45359952
137,PM9.8,mcr-3,G12,100000000,20200520_04,83.37692856,-0.00098048,-0.00035788,0.00030352,0.00044512,0.00058972,0.00126412,0.00160492,0.00295802,0.00486542,0.00845732,0.01487272,0.02517952,0.04096392,0.06251892,0.08721392,0.11346992,0.14010492,0.16539992,0.18887492,0.21144992,0.23143692,0.24956892,0.26650592,0.28118092,0.29579892,0.30807492,0.31976692,0.33146792,0.34126792,0.35095492,0.36019092,0.36915292,0.37757992,0.38642492,0.39462692,0.40409392,0.41413092,0.42579092,0.43869592,0.45253092,0.46651592,0.47839692,0.49015192,0.50185592,0.51196592
138,PM9.8,mcr-3,G12,100000000,20200520_04,83.42504515,0.0004921,6.85E-05,-9.17E-05,-0.0002332,-0.0002357,4.21E-05,0.00053,0.0012606,0.0033468,0.0060268,0.0117183,0.0213643,0.0355336,0.0544676,0.0768536,0.1004256,0.1242136,0.1474376,0.1690376,0.1888256,0.2071906,0.2242046,0.2396446,0.2529156,0.2656886,0.2770216,0.2878036,0.2981446,0.3067736,0.3151916,0.3235246,0.3314646,0.3393666,0.3468486,0.3539326,0.3619616,0.3705116,0.3801446,0.3908776,0.4024966,0.4147436,0.4259556,0.4360896,0.4456366,0.4544956
139,PM9.8,mcr-3,G12,100000000,20200520_04,83.20287092,-0.00077338,-0.00027168,-7.50E-05,0.00033582,0.00078422,0.00103552,0.00151642,0.00270822,0.00457742,0.00785332,0.01401242,0.02337062,0.03802512,0.05735992,0.07986892,0.10382592,0.12787792,0.15084692,0.17298192,0.19323892,0.21144992,0.22882692,0.24387892,0.25821192,0.27048692,0.28235292,0.29319992,0.30314392,0.31197692,0.32114892,0.32986792,0.33761392,0.34538092,0.35336992,0.36178792,0.37002392,0.37978292,0.39019092,0.40168692,0.41358692,0.42566592,0.43734292,0.44691892,0.45641492,0.46481692
140,PM9.8,mcr-4,G04-1,10,20200520_04,82.94057526,-0.0012396,-0.0003277,0.000185,0.000719,0.0006633,0.0012303,0.001202,0.0011966,0.0012707,0.0014885,0.0015622,0.0016741,0.002016,0.0019279,0.002079,0.0025227,0.0026032,0.0031145,0.0031038,0.0032706,0.0036792,0.0036752,0.0041308,0.0042607,0.0044713,0.0046908,0.0048941,0.0054236,0.0056167,0.0067398,0.0082636,0.0107618,0.0161293,0.025307,0.0424036,0.0697986,0.1094326,0.1547936,0.1985946,0.2388936,0.2742606,0.3047676,0.3308106,0.3531966,0.3729236
141,PM9.8,mcr-4,G04-1,10,20200520_04,83.03976152,-0.0015754,-0.000245,0.0003278,0.0008249,0.0006677,0.0010453,0.0013059,0.0012363,0.0015168,0.0016273,0.0015109,0.0018265,0.0020468,0.0023313,0.0026073,0.0026866,0.0027162,0.002938,0.0029527,0.0034244,0.0034605,0.0039374,0.0037945,0.0041685,0.0042591,0.0046978,0.0046998,0.0048417,0.0053334,0.0057865,0.0065751,0.0079726,0.0105018,0.0146217,0.0226639,0.0371651,0.0612741,0.0976601,0.1411961,0.1858181,0.2266241,0.2631271,0.2941991,0.3219111,0.3463291
142,PM9.8,mcr-4,G04-1,10,20200520_04,82.94574798,-9.28E-05,4.38E-05,-0.00020196,-6.23E-05,0.00031314,0.00036174,0.00043894,0.00039004,0.00062284,0.00054134,0.00065284,0.00081934,0.00112034,0.00086744,0.00118444,0.00125944,0.00144704,0.00182264,0.00187964,0.00223604,0.00224104,0.00266084,0.00283374,0.00294004,0.00312634,0.00321234,0.00401404,0.00440624,0.00576714,0.00738974,0.01045554,0.01649024,0.02721444,0.04523614,0.07446414,0.11284414,0.15442114,0.19345414,0.22857714,0.25901914,0.28513014,0.30724814,0.32636114,0.34292614,0.35732214
143,PM9.8,mcr-4,G04-1,10,20200520_04,82.92676914,0.00034044,-0.00039156,-0.00014736,0.00022034,-2.19E-05,0.00053294,4.03E-05,0.00046264,0.00046134,0.00083774,0.00080224,0.00094244,0.00099894,0.00114864,0.00133844,0.00113614,0.00147964,0.00148064,0.00187684,0.00191544,0.00206404,0.00225454,0.00249374,0.00260684,0.00268974,0.00310304,0.00293134,0.00335224,0.00370274,0.00466864,0.00634764,0.00938504,0.01439054,0.02430564,0.04195964,0.07081964,0.11125164,0.15634564,0.20035664,0.24070064,0.27568964,0.30569664,0.33165264,0.35374964,0.37285364
144,PM9.8,mcr-4,G04-1,10,20200520_04,82.93590292,-0.00098656,-4.74E-05,-0.00010116,0.00038604,0.00074904,0.00069934,0.00080644,0.00088934,0.00107234,0.00120174,0.00103394,0.00134264,0.00142184,0.00172184,0.00182124,0.00178054,0.00196154,0.00213894,0.00201244,0.00228784,0.00250064,0.00255224,0.00230594,0.00270184,0.00283964,0.00292274,0.00301494,0.00331014,0.00349754,0.00406654,0.00465144,0.00638834,0.00910584,0.01429704,0.02357154,0.04120254,0.06999054,0.11175354,0.16047554,0.20937854,0.25419554,0.29357454,0.32808254,0.35889754,0.38655754
145,PM9.8,mcr-4,G04-1,10,20200520_04,83.05944124,-0.0022033,-0.0003334,0.0004095,0.000861,0.0012662,0.0016274,0.001351,0.0015596,0.0018154,0.0017802,0.0021282,0.0020068,0.0020786,0.0022626,0.0021866,0.0021316,0.0028281,0.0027378,0.0027394,0.0025565,0.002876,0.0030262,0.0030709,0.003107,0.0036238,0.0033748,0.0036588,0.0040239,0.0037857,0.0044159,0.0053028,0.006632,0.0093347,0.0140398,0.0226515,0.0385385,0.0652555,0.1044905,0.1504015,0.1974095,0.2405205,0.2795685,0.3124485,0.3419095,0.3676215
146,PM9.8,mcr-4,G04-1,100,20200520_04,82.82227775,-0.00012522,-1.09E-05,-8.99E-05,8.08E-05,0.00014528,0.00025948,0.00016048,0.00056388,0.00052358,0.00056878,0.00053558,0.00074978,0.00056548,0.00099628,0.00113618,0.00140158,0.00135498,0.00139498,0.00159958,0.00202428,0.00206178,0.00241858,0.00264888,0.00302028,0.00353928,0.00393468,0.00517308,0.00724998,0.01118998,0.01774738,0.02956188,0.05097318,0.08398418,0.12694018,0.17230518,0.21508418,0.25306418,0.28551818,0.31320618,0.33733018,0.35788718,0.37503318,0.38953018,0.40333618,0.41448418
147,PM9.8,mcr-4,G04-1,100,20200520_04,82.82840586,0.00011298,5.27E-05,-6.72E-06,-4.93E-05,-0.00010962,6.24E-05,-0.00016642,-9.16E-05,0.00011808,2.88E-05,-1.77E-05,0.00016838,0.00041318,0.00022488,0.00052258,0.00043168,0.00086338,0.00099098,0.00115798,0.00149858,0.00150448,0.00215998,0.00221998,0.00244758,0.00269668,0.00345408,0.00466068,0.00682198,0.00999548,0.01691738,0.02922408,0.05069218,0.08424918,0.12771618,0.17356318,0.21615518,0.25463418,0.28723918,0.31532818,0.34002918,0.36048918,0.37834718,0.39350618,0.40721518,0.41899418
148,PM9.8,mcr-4,G04-1,100,20200520_04,82.8268005,-0.00100286,-0.00020016,6.84E-06,0.00045704,0.00073914,0.00083054,0.00113074,0.00134894,0.00148964,0.00147554,0.00163584,0.00177904,0.00187494,0.00201634,0.00206894,0.00223684,0.00240044,0.00222874,0.00225854,0.00256604,0.00271704,0.00270104,0.00301634,0.00304224,0.00336814,0.00412504,0.00494934,0.00684054,0.01050544,0.01662894,0.02846534,0.04879024,0.08087524,0.12166324,0.16464824,0.20460824,0.24091024,0.27220724,0.29831524,0.32114424,0.34009324,0.35673924,0.37098724,0.38355924,0.39433124
149,PM9.8,mcr-4,G04-1,100,20200520_04,82.82231778,-0.00150388,-0.00055368,0.00032902,0.00071272,0.00101582,0.00132822,0.00135842,0.00152092,0.00187112,0.00188262,0.00187462,0.00210712,0.00214652,0.00207142,0.00235102,0.00242072,0.00227002,0.00240452,0.00259932,0.00283682,0.00270332,0.00280362,0.00314942,0.00299052,0.00355202,0.00395972,0.00490472,0.00687422,0.01070102,0.01737002,0.02921252,0.05046412,0.08337012,0.12511112,0.16839812,0.20868412,0.24520812,0.27630212,0.30270712,0.32560512,0.34442012,0.36116312,0.37532712,0.38780512,0.39937312
150,PM9.8,mcr-4,G04-1,100,20200520_04,82.8202943,-0.00110036,-8.77E-05,3.90E-05,0.00054064,0.00060834,0.00122214,0.00118664,0.00145644,0.00161864,0.00182864,0.00164294,0.00177284,0.00216234,0.00240674,0.00237284,0.00247164,0.00276674,0.00275144,0.00309154,0.00306884,0.00319434,0.00358244,0.00372314,0.00413314,0.00447344,0.00498044,0.00621704,0.00814894,0.01201194,0.01877954,0.03086614,0.05309114,0.08692814,0.13104014,0.17716314,0.22064014,0.25996814,0.29276514,0.32162914,0.34606414,0.36670514,0.38474014,0.40085014,0.41477914,0.42544114
151,PM9.8,mcr-4,G04-1,100,20200520_04,83.02351589,-0.00120684,-0.00026314,0.00020176,0.00046496,0.00080326,0.00118686,0.00125656,0.00149896,0.00171686,0.00165646,0.00182886,0.00176286,0.00216806,0.00207626,0.00228386,0.00214216,0.00240796,0.00253606,0.00240636,0.00248916,0.00299126,0.00266606,0.00322526,0.00346276,0.00395146,0.00422396,0.00552436,0.00761836,0.01105326,0.01816496,0.03112396,0.05262496,0.08686196,0.13042796,0.17611196,0.21872596,0.25729196,0.29016396,0.31800396,0.34198996,0.36253696,0.38032296,0.39551696,0.40836396,0.41979296
152,PM9.8,mcr-4,G04-1,1000,20200520_04,82.81623782,-0.00200662,-0.00044332,0.00046028,0.00091128,0.00107838,0.00136088,0.00137558,0.00169088,0.00143938,0.00185598,0.00177028,0.00188828,0.00195318,0.00234348,0.00228748,0.00262208,0.00268878,0.00277588,0.00322978,0.00359428,0.00358558,0.00408988,0.00486458,0.00609578,0.00856648,0.01272328,0.02057608,0.03497628,0.05984128,0.09687028,0.14116128,0.18616328,0.22772528,0.26348028,0.29470928,0.32101828,0.34366528,0.36279828,0.37932128,0.39287428,0.40577728,0.41607128,0.42472928,0.43251228,0.43884528
153,PM9.8,mcr-4,G04-1,1000,20200520_04,82.85904079,-0.00161926,-0.00024676,0.00025844,0.00076904,0.00083854,0.00103524,0.00132994,0.00133884,0.00138514,-0.00040786,-0.00056236,-0.00034516,0.00017614,-6.64E-05,0.00036884,0.00053314,0.00052304,0.00085074,0.00096474,0.00146154,0.00169884,0.00222404,0.00300354,0.00418084,0.00664094,0.01105444,0.01957804,0.03450564,0.05977464,0.09630664,0.13943664,0.18148664,0.22027264,0.25387864,0.28224964,0.30699464,0.32857264,0.34612264,0.36109764,0.37455664,0.38633264,0.39582264,0.40410364,0.41167664,0.41820464
