,PrimerMix,Target,Assay,Conc,Exp_id,MeltPeaks,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
209,PM9.8,mcr-5,G05,10000,20200521_01,87.95638481,-0.00208704,-0.00041174,0.00051166,0.00083366,0.00115346,0.00144666,0.00168986,0.00174246,0.00169456,0.00205836,0.00218956,0.00223686,0.00258056,0.00263826,0.00301016,0.00306086,0.00316506,0.00337216,0.00390526,0.00456356,0.00592876,0.00824276,0.01266156,0.02065176,0.03563866,0.06116166,0.09883266,0.14267066,0.18597066,0.22460366,0.25971966,0.28988166,0.31658766,0.33991666,0.36043066,0.37856966,0.39405666,0.40813566,0.42119766,0.43207266,0.44224566,0.45178266,0.46082366,0.46868666,0.47581166
210,PM9.8,mcr-5,G05,10000,20200521_01,87.99325681,-0.00174128,-0.00020598,0.00036172,0.00064692,0.00093862,0.00116822,0.00140292,0.00146732,0.00183122,0.00188772,0.00187302,0.00196012,0.00225592,0.00237552,0.00257442,0.00284432,0.00286972,0.00327192,0.00395662,0.00439692,0.00596962,0.00828942,0.01280072,0.02152122,0.03683642,0.06268442,0.09971042,0.14102042,0.18081542,0.21733442,0.24971542,0.27785242,0.30246742,0.32482742,0.34366642,0.36014542,0.37530942,0.38845842,0.40075942,0.41145042,0.42169142,0.42989442,0.43792942,0.44579642,0.45294142
211,PM9.8,mcr-5,G05,10000,20200521_01,87.96286767,-0.00178982,-0.00044372,0.00028108,0.00075868,0.00119378,0.00135308,0.00174608,0.00195858,0.00219778,0.00203068,0.00248308,0.00254318,0.00276058,0.00297778,0.00325328,0.00346758,0.00395368,0.00466428,0.00515288,0.00613468,0.00729968,0.01000978,0.01454998,0.02276048,0.03804358,0.06381358,0.10187458,0.14632458,0.18980158,0.23016558,0.26538158,0.29682758,0.32381658,0.34758858,0.36838358,0.38693558,0.40296758,0.41795758,0.43140758,0.44291258,0.45319558,0.46348058,0.47211658,0.48068058,0.48800858
212,PM9.8,mcr-5,G05,100000,20200521_01,88.06875043,-0.00150912,-0.00042652,0.00029558,0.00079968,0.00084038,0.00123368,0.00134918,0.00128218,0.00176568,0.00176578,0.00203318,0.00222828,0.00236768,0.00258598,0.00300628,0.00362798,0.00500278,0.00727548,0.01187138,0.02033898,0.03574738,0.06181568,0.09918868,0.14192368,0.18326168,0.22116668,0.25422068,0.28330768,0.30854668,0.33046868,0.35001868,0.36675868,0.38233768,0.39551768,0.40778568,0.41846768,0.42814568,0.43774368,0.44556368,0.45306468,0.45968268,0.46634968,0.47239468,0.47803068,0.48278168
213,PM9.8,mcr-5,G05,100000,20200521_01,88.05733147,-0.0015122,-0.0004793,0.0003266,0.0008006,0.0008643,0.0012869,0.0014265,0.001256,0.0012465,0.0013358,0.0010304,0.0006663,0.000641,0.0015863,0.0018256,0.0027503,0.0040577,0.0066819,0.0112892,0.0201336,0.0363254,0.0628784,0.1017454,0.1468684,0.1900014,0.2297924,0.2637374,0.2936904,0.3200994,0.3432844,0.3633664,0.3807384,0.3959224,0.4103544,0.4226084,0.4342004,0.4447224,0.4537174,0.4612804,0.4695454,0.4762714,0.4828664,0.4889194,0.4941704,0.4996794
214,PM9.8,mcr-5,G05,100000,20200521_01,88.00503616,-0.00188772,-0.00029252,0.00029898,0.00084448,0.00103678,0.00131028,0.00135608,0.00164938,0.00184668,0.00220628,0.00235358,0.00273758,0.00290448,0.00341498,0.00393428,0.00497688,0.00635368,0.00921718,0.01403838,0.02314258,0.03939948,0.06702448,0.10689848,0.15253448,0.19679248,0.23718148,0.27188848,0.30284648,0.32973848,0.35297548,0.37361648,0.39170248,0.40799748,0.42152148,0.43414448,0.44585748,0.45658948,0.46615648,0.47550348,0.48334248,0.49068948,0.49740948,0.50364148,0.51002948,0.51487648
215,PM9.8,mcr-5,G05,100000,20200521_01,88.02297084,-0.00158246,-0.00045696,0.00045084,0.00077064,0.00081794,0.00163194,0.00173324,0.00179764,0.00228134,0.00230054,0.00265174,0.00275694,0.00312574,0.00339514,0.00384674,0.00459914,0.00576844,0.00868984,0.01333824,0.02235124,0.03827774,0.06550974,0.10382074,0.14806274,0.19079674,0.22986974,0.26450974,0.29434974,0.32080474,0.34386074,0.36441474,0.38253874,0.39783174,0.41275374,0.42550074,0.43671674,0.44838374,0.45780374,0.46656174,0.47512574,0.48219474,0.48901574,0.49535374,0.50151774,0.50691174
216,PM9.8,mcr-5,G05,100000,20200521_01,88.04297637,-0.00163046,-0.00041106,0.00039194,0.00078374,0.00086584,0.00096724,0.00148694,0.00138654,0.00162414,0.00185044,0.00203304,0.00203434,0.00219964,0.00244374,0.00276394,0.00385964,0.00520364,0.00789404,0.01300034,0.02237354,0.03957294,0.06770494,0.10739294,0.15172194,0.19437294,0.23224294,0.26572494,0.29527294,0.32205594,0.34451794,0.36417094,0.38124094,0.39692494,0.41166794,0.42388394,0.43553194,0.44564794,0.45540294,0.46394394,0.47205794,0.47866694,0.48536094,0.49226894,0.49771394,0.50241294
217,PM9.8,mcr-5,G05,100000,20200521_01,88.00550988,-0.00182804,-0.00060924,0.00027666,0.00088086,0.00127976,0.00172786,0.00195476,0.00192856,0.00212976,0.00237076,0.00273996,0.00297976,0.00317836,0.00355696,0.00392746,0.00476296,0.00622006,0.00897156,0.01377946,0.02311156,0.03953346,0.06663646,0.10547846,0.14806346,0.18936346,0.22708746,0.26025146,0.28931946,0.31431246,0.33684746,0.35662646,0.37357846,0.38954846,0.40367146,0.41577046,0.42663346,0.43715046,0.44606346,0.45458846,0.46218546,0.46976646,0.47649246,0.48274246,0.48824846,0.49345146
218,PM9.8,mcr-5,G05,1000000,20200521_01,88.0807522,-0.00115212,-0.00029022,0.00011378,0.00042838,0.00090018,0.00083118,0.00114948,0.00119188,0.00147528,0.00167008,0.00206118,0.00261818,0.00345828,0.00483058,0.00775218,0.01328308,0.02364558,0.04186858,0.07168568,0.11088668,0.15195168,0.19046668,0.22508568,0.25525468,0.28198568,0.30451168,0.32465768,0.34245868,0.35844868,0.37186968,0.38476268,0.39565668,0.40602968,0.41533468,0.42374768,0.43140368,0.43817268,0.44497968,0.45050968,0.45636868,0.46121068,0.46609668,0.47052568,0.47511168,0.47902468
219,PM9.8,mcr-5,G05,1000000,20200521_01,88.00375556,-0.00147554,-0.00061024,0.00034756,0.00076026,0.00097796,0.00143896,0.00136886,0.00157596,0.00180466,0.00217036,0.00259106,0.00315026,0.00401176,0.00586586,0.00915976,0.01536086,0.02674816,0.04667406,0.07917206,0.12195306,0.16722706,0.20952706,0.24664306,0.27987406,0.30811906,0.33323306,0.35471006,0.37417306,0.39072606,0.40542406,0.41911406,0.43070006,0.44170406,0.45213906,0.46096606,0.46963306,0.47707806,0.48421706,0.49010406,0.49667006,0.50149206,0.50733606,0.51211506,0.51663006,0.52064806
220,PM9.8,mcr-5,G05,1000000,20200521_01,87.99436405,-0.0011871,-0.0003654,0.0001454,0.000519,0.0008881,0.001191,0.0015869,0.0013905,0.001642,0.0018925,0.0024988,0.0029688,0.0038928,0.0053456,0.0084157,0.014016,0.0242959,0.0429131,0.0725483,0.1110653,0.1511513,0.1887013,0.2229833,0.2517903,0.2778233,0.2998713,0.3196413,0.3363473,0.3518573,0.3651143,0.3770133,0.3885113,0.3978463,0.4072273,0.4147863,0.4225413,0.4293403,0.4360513,0.4419663,0.4472633,0.4524173,0.4569203,0.4616363,0.4656853,0.4692993
221,PM9.8,mcr-5,G05,1000000,20200521_01,88.04093492,-0.00170708,-0.00041408,0.00057872,0.00068082,0.00086162,0.00098042,0.00129532,0.00144152,0.00144862,0.00168422,0.00231352,0.00253632,0.00326122,0.00490602,0.00798412,0.01403762,0.02510922,0.04441032,0.07566232,0.11597132,0.15832332,0.19862432,0.23409132,0.26525432,0.29203032,0.31572732,0.33636532,0.35454132,0.37038632,0.38511132,0.39779632,0.40921532,0.42020432,0.42941432,0.43818532,0.44557832,0.45317232,0.45973632,0.46643132,0.47159232,0.47679632,0.48172932,0.48685232,0.49046632,0.49442132
222,PM9.8,mcr-5,G05,1000000,20200521_01,88.05449368,-0.0016239,-0.000106,0.000122,0.0008172,0.0007907,0.0014228,0.0015648,0.0017344,0.002005,0.0020696,0.0027623,0.0030893,0.004197,0.0056007,0.0089205,0.0151229,0.0262548,0.0460254,0.0777144,0.1185574,0.1600724,0.1994364,0.2342014,0.2649374,0.2923374,0.3152054,0.3352924,0.3542514,0.3701384,0.3845154,0.3972994,0.4091344,0.4195744,0.4291544,0.4380574,0.4461464,0.4538454,0.4600484,0.4668924,0.4725244,0.4777384,0.4830584,0.4874414,0.4919384,0.4961294
223,PM9.8,mcr-5,G05,1000000,20200521_01,87.99688548,-0.0021022,-0.0007485,0.0006795,0.0009312,0.00124,0.0008041,0.0015369,0.0017114,0.0019612,0.0021547,0.0026366,0.0031353,0.0042639,0.0059084,0.0088177,0.014999,0.0259816,0.0452249,0.0760759,0.1156149,0.1567669,0.1952749,0.2295529,0.2596319,0.2864729,0.3096479,0.3292089,0.3475469,0.3636499,0.3775699,0.3901589,0.4014119,0.4114609,0.4216139,0.4300239,0.4379289,0.4448079,0.4516629,0.4575909,0.4631319,0.4682169,0.4738819,0.4781709,0.4823499,0.4858499
224,PM9.8,mcr-5,G05,10000000,20200521_01,88.15813281,-0.00075408,-0.00045638,-6.81E-05,0.00062112,0.00065742,0.00119582,0.00156402,0.00176312,0.00230932,0.00305602,0.00486162,0.00787942,0.01379042,0.02465282,0.04401752,0.07572952,0.11698752,0.15995252,0.20095252,0.23828852,0.26998352,0.29816952,0.32224252,0.34306052,0.36257052,0.37925852,0.39340152,0.40680252,0.41891552,0.42909352,0.43931752,0.44820852,0.45672652,0.46374052,0.47093852,0.47715352,0.48258752,0.48855752,0.49398652,0.49864152,0.50312452,0.50689852,0.51127952,0.51561152,0.51807452
225,PM9.8,mcr-5,G05,10000000,20200521_01,88.09698723,-0.00036896,-0.00035776,-3.63E-05,0.00027094,0.00049204,0.00063904,0.00115324,0.00108224,0.00174994,0.00251614,0.00414634,0.00717254,0.01284014,0.02304644,0.04148434,0.07102244,0.11029244,0.15153444,0.18956344,0.22438644,0.25449844,0.28088044,0.30319444,0.32302344,0.34012544,0.35600144,0.36931644,0.38187044,0.39266044,0.40263144,0.41098744,0.41966344,0.42720944,0.43390644,0.43975544,0.44579444,0.45137444,0.45628344,0.46096544,0.46575144,0.46979944,0.47313844,0.47709144,0.48040744,0.48367044
226,PM9.8,mcr-5,G05,10000000,20200521_01,88.07866468,-5.24E-05,-0.00019616,-5.27E-05,-5.68E-05,0.00035794,0.00040134,0.00065414,0.00100304,0.00132964,0.00217964,0.00379644,0.00669904,0.01245654,0.02250744,0.04087204,0.07006154,0.10902254,0.14910954,0.18650954,0.22091554,0.25060654,0.27641554,0.29895554,0.31844654,0.33536154,0.35102054,0.36406754,0.37672054,0.38769454,0.39670854,0.40604754,0.41448054,0.42218254,0.42913154,0.43590754,0.44117854,0.44670254,0.45207354,0.45631354,0.46091554,0.46487054,0.46907854,0.47270554,0.47631154,0.47911054
227,PM9.8,mcr-5,G05,10000000,20200521_01,88.12889498,0.00012318,-0.00018502,-0.00017712,7.76E-05,0.00016138,0.00035708,0.00086128,0.00094448,0.00146588,0.00230628,0.00421058,0.00723278,0.01335388,0.02444178,0.04430738,0.07639838,0.11794238,0.16150338,0.20227338,0.23926138,0.27124738,0.29926038,0.32280038,0.34457338,0.36317138,0.38004338,0.39471538,0.40810238,0.41989338,0.43028438,0.44041838,0.44974138,0.45812138,0.46524438,0.47239238,0.47919938,0.48487938,0.49036238,0.49551138,0.49972838,0.50511338,0.50862838,0.51319038,0.51702138,0.52041738
228,PM9.8,mcr-5,G05,10000000,20200521_01,88.09545444,-0.00037492,-0.00010502,4.03E-05,-5.73E-05,0.00049698,0.00055268,0.00080888,0.00118868,0.00160948,0.00247628,0.00429608,0.00737088,0.01330268,0.02404058,0.04320638,0.07376238,0.11336338,0.15462038,0.19308538,0.22794838,0.25857438,0.28462038,0.30789638,0.32816238,0.34550738,0.36127238,0.37496138,0.38785838,0.39900338,0.40906038,0.41837238,0.42673538,0.43463338,0.44200238,0.44810938,0.45411438,0.45986538,0.46531638,0.46977038,0.47447638,0.47796338,0.48205238,0.48535538,0.48959538,0.49236338
229,PM9.8,mcr-5,G05,10000000,20200521_01,88.05013176,-0.00173118,-0.00066578,0.00024352,0.00065052,0.00150292,0.00178732,0.00220772,0.00275872,0.00309372,0.00414672,0.00578872,0.00915302,0.01541802,0.02659402,0.04652252,0.07858052,0.12065652,0.16346052,0.20372152,0.24030152,0.27261752,0.30022052,0.32454052,0.34527452,0.36437252,0.38082552,0.39582952,0.40924152,0.42108052,0.43179952,0.44120552,0.45081252,0.45897652,0.46616852,0.47312752,0.47979852,0.48555652,0.49080252,0.49639252,0.50110652,0.50551552,0.51003752,0.51381752,0.51774952,0.52067052
230,PM9.8,mcr-5,G05,100000000,20200521_01,88.28036012,-0.00018764,-8.28E-05,-0.00020824,3.78E-05,0.00044096,0.00060026,0.00168646,0.00298586,0.00600136,0.01093606,0.02086506,0.03843266,0.06592496,0.10179096,0.13888696,0.17395096,0.20584396,0.23401596,0.25780296,0.27915296,0.29828596,0.31388296,0.32881796,0.34196096,0.35328696,0.36343996,0.37295896,0.38186696,0.38978396,0.39675096,0.40305396,0.40986796,0.41552496,0.42046096,0.42532296,0.42983396,0.43441596,0.43841696,0.44213496,0.44603996,0.44890796,0.45232096,0.45573196,0.45807896,0.46014996
231,PM9.8,mcr-5,G05,100000000,20200521_01,88.19569374,-0.00061954,-0.00038204,-0.00010264,0.00028366,0.00082056,0.00128476,0.00232776,0.00397236,0.00691346,0.01228516,0.02285276,0.04098516,0.07008506,0.10778306,0.14666906,0.18289006,0.21587006,0.24492906,0.27054206,0.29255806,0.31115606,0.32841306,0.34386106,0.35651206,0.36904506,0.37983106,0.38970906,0.39916106,0.40667306,0.41380006,0.42078806,0.42684406,0.43334506,0.43801606,0.44358306,0.44859506,0.45280406,0.45670206,0.46052206,0.46375006,0.46751806,0.47044006,0.47373206,0.47688706,0.47904006
232,PM9.8,mcr-5,G05,100000000,20200521_01,88.15996661,0.00022222,-0.00023138,-0.00032418,2.19E-05,0.00031142,0.00053112,0.00160952,0.00292262,0.00565472,0.01101152,0.02146182,0.03927852,0.06791952,0.10531052,0.14384652,0.17994152,0.21309352,0.24200652,0.26682452,0.28879252,0.30767752,0.32433452,0.33921552,0.35248752,0.36400852,0.37489652,0.38484052,0.39311052,0.40099752,0.40861052,0.41495352,0.42194552,0.42704052,0.43316352,0.43744852,0.44287552,0.44710452,0.45096252,0.45490552,0.45869352,0.46155852,0.46520452,0.46831452,0.47156152,0.47384652
233,PM9.8,mcr-5,G05,100000000,20200521_01,88.21960424,-0.0010858,-0.0005595,4.65E-05,0.000501,0.0010978,0.0014453,0.0024323,0.0043568,0.0073947,0.0133657,0.0249832,0.0446388,0.0762588,0.1171158,0.1603618,0.2007988,0.2371678,0.2698218,0.2974348,0.3223148,0.3441848,0.3630728,0.3803758,0.3946568,0.4082738,0.4203048,0.4321348,0.4417758,0.4510548,0.4598228,0.4675668,0.4745888,0.4822238,0.4882428,0.4940418,0.4997788,0.5049038,0.5098628,0.5141538,0.5183388,0.5221178,0.5263808,0.5294278,0.5327848,0.5366938
234,PM9.8,mcr-5,G05,100000000,20200521_01,88.20549917,0.00022732,-0.00020098,-0.00024258,-0.00021148,0.00042772,0.00059632,0.00143042,0.00323112,0.00631612,0.01190582,0.02275662,0.04200102,0.07225502,0.11052302,0.15003702,0.18672202,0.22103402,0.25043202,0.27574102,0.29826902,0.31787902,0.33523802,0.35069402,0.36357202,0.37589102,0.38647902,0.39659002,0.40609702,0.41364502,0.42141702,0.42816502,0.43432902,0.44060602,0.44581102,0.45090802,0.45551202,0.46044902,0.46388702,0.46777702,0.47207802,0.47465602,0.47848702,0.48173702,0.48430002,0.48647102
235,PM9.8,mcr-5,G05,100000000,20200521_01,88.13377915,-0.0006513,-0.000285,-4.36E-05,0.0003363,0.0006436,0.0013971,0.0024176,0.0038434,0.0068231,0.0125288,0.0227978,0.0406014,0.0688953,0.1051043,0.1422163,0.1772343,0.2080723,0.2361503,0.2608243,0.2813663,0.3001123,0.3164673,0.3305523,0.3433623,0.3551393,0.3649513,0.3746583,0.3832903,0.3914423,0.3986333,0.4057113,0.4122143,0.4182173,0.4242273,0.4287793,0.4334173,0.4389113,0.4425703,0.4469363,0.4506763,0.4536913,0.4571073,0.4609283,0.4638153,0.4667733
236,PM9.8,mcr-6,G06-1,10,20200521_01,85.48898415,-0.00169234,-0.00057764,0.00030486,0.00097506,0.00099006,0.00167286,0.00184756,0.00209146,0.00239196,0.00234426,0.00279606,0.00314566,0.00335086,0.00373626,0.00404826,0.00395286,0.00460786,0.00470586,0.00497366,0.00527286,0.00555056,0.00574726,0.00602706,0.00617986,0.00655926,0.00712056,0.00715836,0.00759886,0.00834226,0.00966516,0.01153666,0.01544266,0.02201976,0.03390726,0.05442626,0.08601226,0.12658326,0.16858426,0.20924926,0.24820726,0.28336626,0.31604326,0.34434126,0.37003226,0.39276926
237,PM9.8,mcr-6,G06-1,10,20200521_01,85.51311274,-0.0016574,-0.0005039,0.0001689,0.0009787,0.0010137,0.0016328,0.0018,0.0019468,0.0021832,0.0023889,0.0024867,0.0027227,0.0031876,0.0032582,0.0036012,0.003875,0.0040616,0.0040775,0.0045297,0.0047489,0.0050165,0.0053161,0.0053191,0.0054992,0.0059488,0.0062178,0.0063718,0.0068345,0.0073063,0.0086084,0.0104705,0.0137423,0.0193222,0.0296673,0.0468491,0.0744931,0.1116401,0.1510701,0.1904841,0.2269841,0.2611791,0.2918931,0.3198661,0.3448451,0.3664621
238,PM9.8,mcr-6,G06-1,10,20200521_01,85.56266474,-0.00047526,-0.00040746,5.48E-05,0.00023644,0.00059144,0.00074944,0.00069604,0.00076914,0.00133964,0.00146324,0.00160954,0.00175464,0.00191924,0.00191354,0.00233844,0.00271534,0.00262154,0.00324184,0.00339754,0.00344934,0.00386044,0.00386984,0.00418444,0.00446624,0.00484174,0.00499444,0.00539224,0.00583434,0.00659244,0.00736304,0.00906084,0.01181224,0.01631844,0.02472874,0.03906464,0.06301364,0.09606064,0.13341364,0.17019164,0.20515364,0.23743164,0.26698964,0.29284164,0.31673064,0.33754664
239,PM9.8,mcr-6,G06-1,10,20200521_01,85.51258067,-0.00040182,-0.00042672,0.00012598,0.00032418,0.00037838,0.00093088,0.00126518,0.00119758,0.00163338,0.00192868,0.00189228,0.00208818,0.00214118,0.00231968,0.00279228,0.00278348,0.00298978,0.00307258,0.00343258,0.00355218,0.00371078,0.00390268,0.00400398,0.00402388,0.00433138,0.00457078,0.00443008,0.00476138,0.00497208,0.00563618,0.00623668,0.00717558,0.00906298,0.01237378,0.01817748,0.02905618,0.04751218,0.07712018,0.11637518,0.15857118,0.20018118,0.24011218,0.27609618,0.30903218,0.33894018
240,PM9.8,mcr-6,G06-1,10,20200521_01,85.42822205,-0.0016941,-0.0005335,0.0001616,0.0009081,0.0011579,0.001587,0.0017561,0.0016299,0.0022538,0.0023713,0.002422,0.0028696,0.0025754,0.0029638,0.0031986,0.0035009,0.0034202,0.0037562,0.0040165,0.0041886,0.0043114,0.0042682,0.0047549,0.0045367,0.0047255,0.0048024,0.0049379,0.0055016,0.0062221,0.0069763,0.0091695,0.0122516,0.0183064,0.0292894,0.0479414,0.0786624,0.1210724,0.1684044,0.2148854,0.2584194,0.2983934,0.3352874,0.3680364,0.3974914,0.4227404
241,PM9.8,mcr-6,G06-1,10,20200521_01,85.56278485,-0.0027435,-0.0002397,0.0003804,0.0012061,0.0013967,0.0014074,0.0018608,0.00239,0.0025023,0.0025493,0.0029405,0.0030195,0.003287,0.002933,0.0033448,0.0033952,0.0035352,0.0035506,0.0038283,0.0040542,0.0040087,0.0043793,0.0040983,0.0042311,0.0045731,0.0046228,0.0046583,0.0053382,0.0057842,0.0065333,0.0082981,0.0112241,0.0166326,0.026547,0.043863,0.073031,0.113145,0.158874,0.203577,0.247609,0.287828,0.324541,0.35702,0.387302,0.416
242,PM9.8,mcr-6,G06-1,100,20200521_01,85.37725621,-0.00064758,-0.00031698,8.73E-05,0.00029832,0.00057892,0.00075362,0.00112982,0.00103552,0.00138822,0.00161642,0.00184302,0.00202962,0.00214722,0.00235752,0.00248372,0.00281482,0.00313762,0.00322282,0.00378212,0.00385562,0.00426032,0.00452492,0.00507402,0.00530212,0.00559952,0.00637922,0.00706272,0.00843482,0.01047652,0.01396502,0.02003752,0.03099842,0.04956292,0.07874892,0.11530192,0.15419692,0.19211592,0.22752292,0.26049992,0.29014992,0.31662292,0.34019692,0.36130592,0.38006092,0.39773292
243,PM9.8,mcr-6,G06-1,100,20200521_01,85.41996878,-0.00045714,-0.00030854,-6.94E-06,0.00029506,0.00047756,0.00057906,0.00094676,0.00098826,0.00123796,0.00126106,0.00134526,0.00128436,0.00164176,0.00171516,0.00208056,0.00252846,0.00232276,0.00271186,0.00288876,0.00335706,0.00367436,0.00376276,0.00405646,0.00431436,0.00486396,0.00520246,0.00612916,0.00753456,0.00995636,0.01460926,0.02258436,0.03677526,0.06025366,0.09465866,0.13393966,0.17259866,0.20965366,0.24468166,0.27569466,0.30401166,0.32923266,0.35051966,0.37089366,0.38853866,0.40425266
244,PM9.8,mcr-6,G06-1,100,20200521_01,85.39909669,-0.00109278,-0.00067188,0.00012162,0.00057812,0.00106492,0.00163462,0.00186462,0.00219222,0.00217502,0.00264612,0.00265252,0.00300072,0.00320652,0.00334392,0.00346152,0.00374632,0.00394052,0.00408932,0.00421812,0.00428622,0.00436322,0.00463962,0.00476312,0.00478072,0.00568782,0.00620932,0.00709542,0.00935152,0.01296882,0.01975352,0.03181902,0.05225312,0.08257512,0.12023412,0.15711212,0.19260912,0.22648012,0.25721412,0.28465912,0.30929512,0.33089112,0.35048212,0.36750512,0.38329512,0.39693212
245,PM9.8,mcr-6,G06-1,100,20200521_01,85.39419855,-0.0016812,-0.0006096,0.000221,0.0008145,0.0012553,0.001401,0.0019473,0.0020754,0.0021885,0.0023267,0.0028971,0.0025555,0.0030006,0.0031538,0.0031946,0.0033779,0.0035321,0.0035444,0.0036164,0.0039615,0.0041092,0.0044018,0.0043881,0.0045663,0.0050243,0.0055904,0.0064619,0.0080598,0.0110447,0.0167518,0.0267401,0.0442001,0.0719351,0.1093361,0.1491951,0.1877941,0.2243741,0.2583311,0.2877151,0.3143071,0.3383111,0.3597151,0.3780831,0.3947961,0.4095381
246,PM9.8,mcr-6,G06-1,100,20200521_01,85.42475672,-0.00281724,-0.00069044,0.00038466,0.00126136,0.00186166,0.00220766,0.00250266,0.00269626,0.00276616,0.00302976,0.00322966,0.00361916,0.00383666,0.00400836,0.00411876,0.00445706,0.00431296,0.00488596,0.00512606,0.00506046,0.00501766,0.00528626,0.00551206,0.00585336,0.00602136,0.00651806,0.00688866,0.00779316,0.00948616,0.01255686,0.01803336,0.02766336,0.04492736,0.07326936,0.11394536,0.16132436,0.20745936,0.25230536,0.29306736,0.32968136,0.36218536,0.39056636,0.41686536,0.44014436,0.46079836
247,PM9.8,mcr-6,G06-1,100,20200521_01,85.51112395,-0.00156678,-0.00061658,0.00021522,0.00079732,0.00117082,0.00162332,0.00222072,0.00215252,0.00239252,0.00253512,0.00318732,0.00296672,0.00333952,0.00330262,0.00353002,0.00362102,0.00394812,0.00427962,0.00459812,0.00501162,0.00517092,0.00553882,0.00478222,0.00285412,0.00271112,0.00327782,0.00388342,0.00594562,0.01093682,0.01751672,0.02998202,0.05067602,0.08343502,0.12579502,0.16936802,0.21206402,0.25230902,0.28858402,0.32204002,0.35130902,0.37659202,0.39953802,0.42003202,0.43819502,0.45502302
248,PM9.8,mcr-6,G06-1,1000,20200521_01,85.45152151,-0.00192598,-0.00059728,0.00022362,0.00100402,0.00129562,0.00141382,0.00190042,0.00197322,0.00217642,0.00239302,0.00264392,0.00303252,0.00301332,0.00311442,0.00349482,0.00367992,0.00386132,0.00413792,0.00444382,0.00487682,0.00531242,0.00595862,0.00659262,0.00814842,0.01086212,0.01592942,0.02504572,0.04111512,0.06746712,0.10483312,0.14713812,0.18864912,0.22769912,0.26409312,0.29661112,0.32575012,0.35161012,0.37460312,0.39469012,0.41282912,0.42870012,0.44339912,0.45618112,0.46791212,0.47857312
249,PM9.8,mcr-6,G06-1,1000,20200521_01,85.43690114,-0.00154406,-0.00042056,0.00025834,0.00071924,0.00098704,0.00121974,0.00182054,0.00178744,0.00041324,0.00054884,0.00088514,0.00102544,0.00118394,0.00160754,0.00199854,0.00198694,0.00211404,0.00256684,0.00275624,0.00327134,0.00374464,0.00418114,0.00500114,0.00639944,0.00928174,0.01384844,0.02270514,0.03819474,0.06334474,0.09886174,0.13885074,0.17756674,0.21412374,0.24867674,0.27929174,0.30657174,0.33126474,0.35281174,0.37144074,0.38863674,0.40353874,0.41739674,0.42972474,0.44119974,0.45133774
250,PM9.8,mcr-6,G06-1,1000,20200521_01,85.52183338,-0.00139934,-0.00023174,0.00036646,0.00042196,0.00084266,0.00101506,0.00149546,0.00151846,0.00184836,0.00184686,0.00232626,0.00234816,0.00259726,0.00262706,0.00294976,0.00297636,0.00321586,0.00348016,0.00371876,0.00391296,0.00415276,0.00476406,0.00567636,0.00690866,0.00944366,0.01398906,0.02239596,0.03669706,0.06088806,0.09682806,0.13794906,0.17897106,0.21848706,0.25474606,0.28686506,0.31613506,0.34209406,0.36490106,0.38498506,0.40290406,0.41874406,0.43224006,0.44487206,0.45674006,0.46711906
251,PM9.8,mcr-6,G06-1,1000,20200521_01,85.41964348,-0.0021817,-0.0004245,0.0004637,0.0008344,0.0013081,0.0017392,0.0020022,0.002408,0.0022706,0.0027408,0.0032477,0.0032199,0.0035833,0.0036174,0.0038575,0.0039261,0.0042471,0.0044756,0.0044952,0.0049363,0.0050038,0.0056625,0.0064814,0.0078846,0.010002,0.0145527,0.0225893,0.0369252,0.0607254,0.0957294,0.1361384,0.1760704,0.2146564,0.2499624,0.2817684,0.3100234,0.3352504,0.3573474,0.3768164,0.3937994,0.4177084,0.4227224,0.4349834,0.4458524,0.4562014
252,PM9.8,mcr-6,G06-1,1000,20200521_01,85.40970081,-0.00204174,-0.00060064,0.00039996,0.00085896,0.00138346,0.00175826,0.00220146,0.00215526,0.00254176,0.00272636,0.00280956,0.00300786,0.00347486,0.00368946,0.00379686,0.00391576,0.00422706,0.00431266,0.00458706,0.00491036,0.00512196,0.00562766,0.00680386,0.00846446,0.00765086,0.01035986,0.01945616,0.03354836,0.05643936,0.09153636,0.13327236,0.17526736,0.21517136,0.25245236,0.28648636,0.31681036,0.34291836,0.36610236,0.38674336,0.40524636,0.42169236,0.43652136,0.45018036,0.46228836,0.47311136
253,PM9.8,mcr-6,G06-1,1000,20200521_01,85.50896503,-0.00165372,-0.00046952,0.00039818,0.00061038,0.00111468,0.00127478,0.00160668,0.00187178,0.00193678,0.00206168,0.00241578,0.00268968,0.00317338,0.00309348,0.00312288,0.00312128,0.00314438,0.00342988,0.00368048,0.00405338,0.00441318,0.00474638,0.00543618,0.00658058,0.00934368,0.01374108,0.02266708,0.03824568,0.06336568,0.09952168,0.14058768,0.18117268,0.22055468,0.25636068,0.28819268,0.31725868,0.34251668,0.36453868,0.38402868,0.40204568,0.41801068,0.43184168,0.44438468,0.45613868,0.46621868
