,Method,TrainSize,Train/Test,Accuracy,Repeat ID
1,MCA,18175,Test,0.8912,0
2,ACA,18175,Train,0.8209628610729023,0
3,ACA,18175,Test,0.8184,0
4,FFI,18175,Train,0.3407977991746905,0
5,FFI,18175,Test,0.3388,0
6,AMCA,18175,Train,0.9939477303988996,0
7,AMCA,18175,Test,0.9942,0
0,MCA,177,Train,0.7796610169491526,0
1,MCA,177,Test,0.7252,0
2,ACA,177,Train,0.7240112994350282,0
3,ACA,177,Test,0.6052,0
4,FFI,177,Train,0.2485875706214689,0
5,FFI,177,Test,0.2006,0
6,AMCA,177,Train,0.9661016949152542,0
7,AMCA,177,Test,0.8978,0
0,MCA,49024,Train,0.8930523825065274,0
1,MCA,49024,Test,0.895,0
2,ACA,49024,Train,0.8189458224543081,0
3,ACA,49024,Test,0.8224,0
4,FFI,49024,Train,0.3451166775456919,0
5,FFI,49024,Test,0.3438,0
6,AMCA,49024,Train,0.9940233355091384,0
7,AMCA,49024,Test,0.9928,0
0,MCA,246,Train,0.7723577235772358,0
1,MCA,246,Test,0.7268,0
2,ACA,246,Train,0.7955284552845528,0
3,ACA,246,Test,0.6446,0
4,FFI,246,Train,0.3008130081300813,0
5,FFI,246,Test,0.2702,0
6,AMCA,246,Train,0.9796747967479674,0
7,AMCA,246,Test,0.9386,0
0,MCA,1794,Train,0.8768115942028986,0
1,MCA,1794,Test,0.8914,0
2,ACA,1794,Train,0.7374581939799331,0
3,ACA,1794,Test,0.7206,0
4,FFI,1794,Train,0.3461538461538461,0
5,FFI,1794,Test,0.32799999999999996,0
6,AMCA,1794,Train,0.991638795986622,0
7,AMCA,1794,Test,0.9868,0
0,MCA,25300,Train,0.8925296442687747,0
1,MCA,25300,Test,0.892,0
2,ACA,25300,Train,0.8404743083003953,0
3,ACA,25300,Test,0.843,0
4,FFI,25300,Train,0.3492094861660079,0
5,FFI,25300,Test,0.35100000000000003,0
6,AMCA,25300,Train,0.9938339920948616,0
7,AMCA,25300,Test,0.9936,0
0,MCA,1794,Train,0.8868450390189521,0
1,MCA,1794,Test,0.8784,0
2,ACA,1794,Train,0.6978818283166109,0
3,ACA,1794,Test,0.7072,0
4,FFI,1794,Train,0.31438127090301005,0
5,FFI,1794,Test,0.3106,0
6,AMCA,1794,Train,0.9860646599777034,0
7,AMCA,1794,Test,0.9866,0
0,MCA,127,Train,0.7716535433070866,0
1,MCA,127,Test,0.6924,0
2,ACA,127,Train,0.824015748031496,0
3,ACA,127,Test,0.6083999999999999,0
4,FFI,127,Train,0.3228346456692913,0
5,FFI,127,Test,0.2178,0
6,AMCA,127,Train,0.9606299212598424,0
7,AMCA,127,Test,0.7862,0
0,MCA,478,Train,0.803347280334728,0
1,MCA,478,Test,0.7566,0
2,ACA,478,Train,0.7177824267782427,0
3,ACA,478,Test,0.6516,0
4,FFI,478,Train,0.294979079497908,0
5,FFI,478,Test,0.2644,0
6,AMCA,478,Train,0.9790794979079498,0
7,AMCA,478,Test,0.9672,0
0,MCA,2498,Train,0.8454763811048839,0
1,MCA,2498,Test,0.8484,0
2,ACA,2498,Train,0.7638110488390712,0
3,ACA,2498,Test,0.7584,0
4,FFI,2498,Train,0.3162530024019216,0
5,FFI,2498,Test,0.308,0
6,AMCA,2498,Train,0.9871897518014412,0
7,AMCA,2498,Test,0.9894,0
0,MCA,343,Train,0.7317784256559767,0
1,MCA,343,Test,0.6958,0
2,ACA,343,Train,0.7400874635568513,0
3,ACA,343,Test,0.6432,0
4,FFI,343,Train,0.3177842565597668,0
5,FFI,343,Test,0.2904,0
6,AMCA,343,Train,0.9825072886297376,0
7,AMCA,343,Test,0.9646,0
0,MCA,35218,Train,0.8922142086433074,0
1,MCA,35218,Test,0.8936,0
2,ACA,35218,Train,0.8426088931796241,0
3,ACA,35218,Test,0.8298,0
4,FFI,35218,Train,0.3449940371400988,0
5,FFI,35218,Test,0.3362,0
6,AMCA,35218,Train,0.9935544323925264,0
7,AMCA,35218,Test,0.9942,0
0,MCA,3477,Train,0.8915731952832902,0
1,MCA,3477,Test,0.8888,0
2,ACA,3477,Train,0.7543859649122807,0
3,ACA,3477,Test,0.7284,0
4,FFI,3477,Train,0.34943917169974115,0
5,FFI,3477,Test,0.3298,0
6,AMCA,3477,Train,0.993385102099511,0
7,AMCA,3477,Test,0.99,0
0,MCA,343,Train,0.8075801749271136,0
1,MCA,343,Test,0.7878,0
2,ACA,343,Train,0.7051020408163264,0
3,ACA,343,Test,0.6305999999999999,0
4,FFI,343,Train,0.3556851311953353,0
5,FFI,343,Test,0.2926,0
6,AMCA,343,Train,0.9970845481049564,0
7,AMCA,343,Test,0.9798,0
0,MCA,1289,Train,0.8463925523661753,0
1,MCA,1289,Test,0.8426,0
2,ACA,1289,Train,0.7657098525989139,0
3,ACA,1289,Test,0.7494,0
4,FFI,1289,Train,0.30333591931730025,0
5,FFI,1289,Test,0.299,0
6,AMCA,1289,Train,0.9813809154383244,0
7,AMCA,1289,Test,0.9876,0
0,MCA,9380,Train,0.8953091684434968,0
1,MCA,9380,Test,0.8894,0
2,ACA,9380,Train,0.8490405117270788,0
3,ACA,9380,Test,0.853,0
4,FFI,9380,Train,0.3479744136460554,0
5,FFI,9380,Test,0.3444,0
6,AMCA,9380,Train,0.9936034115138592,0
7,AMCA,9380,Test,0.9932,0
0,MCA,13057,Train,0.8949222639197365,0
1,MCA,13057,Test,0.89,0
2,ACA,13057,Train,0.7915294478057747,0
3,ACA,13057,Test,0.7854,0
4,FFI,13057,Train,0.35076970207551506,0
5,FFI,13057,Test,0.3422,0
6,AMCA,13057,Train,0.9937964310331624,0
7,AMCA,13057,Test,0.9914,0
0,MCA,1289,Train,0.8572536850271528,0
1,MCA,1289,Test,0.8592,0
2,ACA,1289,Train,0.664856477889837,0
3,ACA,1289,Test,0.6452,0
4,FFI,1289,Train,0.3289371605896044,0
5,FFI,1289,Test,0.3202,0
6,AMCA,1289,Train,0.9852598913886734,0
7,AMCA,1289,Test,0.9818,0
0,MCA,13057,Train,0.8923182966990886,0
1,MCA,13057,Test,0.8906,0
2,ACA,13057,Train,0.8007965076204335,0
3,ACA,13057,Test,0.8048,0
4,FFI,13057,Train,0.34257486405759363,0
5,FFI,13057,Test,0.33799999999999997,0
6,AMCA,13057,Train,0.9935666692195756,0
7,AMCA,13057,Test,0.9934,0
0,MCA,3477,Train,0.8769053781995974,0
1,MCA,3477,Test,0.8794,0
2,ACA,3477,Train,0.7362668967500721,0
3,ACA,3477,Test,0.7354,0
4,FFI,3477,Train,0.3287316652286454,0
5,FFI,3477,Test,0.3212,0
6,AMCA,3477,Train,0.990796663790624,0
7,AMCA,3477,Test,0.9864,0
0,MCA,6738,Train,0.8926981300089047,0
1,MCA,6738,Test,0.8934,0
2,ACA,6738,Train,0.7543781537548234,0
3,ACA,6738,Test,0.7516,0
4,FFI,6738,Train,0.3376372810923123,0
5,FFI,6738,Test,0.3282,0
6,AMCA,6738,Train,0.9910952804986642,0
7,AMCA,6738,Test,0.9906,0
0,MCA,1289,Train,0.8797517455391777,0
1,MCA,1289,Test,0.887,0
2,ACA,1289,Train,0.7005430566330488,0
3,ACA,1289,Test,0.6842,0
4,FFI,1289,Train,0.33204034134988364,0
5,FFI,1289,Test,0.3032,0
6,AMCA,1289,Train,0.9891388673390225,0
7,AMCA,1289,Test,0.9844,0
0,MCA,665,Train,0.7714285714285715,0
1,MCA,665,Test,0.7358,0
2,ACA,665,Train,0.6451127819548872,0
3,ACA,665,Test,0.6176,0
4,FFI,665,Train,0.29022556390977444,0
5,FFI,665,Test,0.2762,0
6,AMCA,665,Train,0.9774436090225564,0
7,AMCA,665,Test,0.9806,0
0,MCA,49024,Train,0.8943986618798956,0
1,MCA,49024,Test,0.8978,0
2,ACA,49024,Train,0.8753671671018277,0
3,ACA,49024,Test,0.8742,0
4,FFI,49024,Train,0.3449942885117493,0
5,FFI,49024,Test,0.3452,0
6,AMCA,49024,Train,0.9945944843342036,0
7,AMCA,49024,Test,0.9944,0
0,MCA,4841,Train,0.8839082834125179,0
1,MCA,4841,Test,0.8808,0
2,ACA,4841,Train,0.7537698822557323,0
3,ACA,4841,Test,0.759,0
4,FFI,4841,Train,0.3433174963850444,0
5,FFI,4841,Test,0.332,0
6,AMCA,4841,Train,0.988638711010122,0
7,AMCA,4841,Test,0.9888,0
0,MCA,343,Train,0.8367346938775511,0
1,MCA,343,Test,0.8508,0
2,ACA,343,Train,0.7925655976676385,0
3,ACA,343,Test,0.6768,0
4,FFI,343,Train,0.30029154518950435,0
5,FFI,343,Test,0.2982,0
6,AMCA,343,Train,0.9941690962099126,0
7,AMCA,343,Test,0.9328,0
0,MCA,49024,Train,0.8936031331592691,0
1,MCA,49024,Test,0.8934,0
2,ACA,49024,Train,0.8488087467362925,0
3,ACA,49024,Test,0.835,0
4,FFI,49024,Train,0.34768684725848564,0
5,FFI,49024,Test,0.3348,0
6,AMCA,49024,Train,0.9934521866840732,0
7,AMCA,49024,Test,0.9954,0
0,MCA,343,Train,0.7813411078717201,0
1,MCA,343,Test,0.7344,0
2,ACA,343,Train,0.7342565597667638,0
3,ACA,343,Test,0.6422,0
4,FFI,343,Train,0.2944606413994169,0
5,FFI,343,Test,0.2752,0
6,AMCA,343,Train,0.9912536443148688,0
7,AMCA,343,Test,0.9684,0
0,MCA,478,Train,0.8410041841004184,0
1,MCA,478,Test,0.7888,0
2,ACA,478,Train,0.7010460251046025,0
3,ACA,478,Test,0.6227999999999999,0
4,FFI,478,Train,0.299163179916318,0
5,FFI,478,Test,0.2832,0
6,AMCA,478,Train,0.9895397489539748,0
7,AMCA,478,Test,0.973,0
0,MCA,926,Train,0.8844492440604752,0
1,MCA,926,Test,0.8756,0
2,ACA,926,Train,0.7019438444924406,0
3,ACA,926,Test,0.6826,0
4,FFI,926,Train,0.31533477321814257,0
5,FFI,926,Test,0.3218,0
6,AMCA,926,Train,0.9848812095032398,0
7,AMCA,926,Test,0.9846,0
0,MCA,4841,Train,0.8839082834125179,0
1,MCA,4841,Test,0.8808,0
2,ACA,4841,Train,0.7618260689940095,0
3,ACA,4841,Test,0.7684,0
4,FFI,4841,Train,0.3433174963850444,0
5,FFI,4841,Test,0.332,0
6,AMCA,4841,Train,0.9911175376988226,0
7,AMCA,4841,Test,0.992,0
0,MCA,35218,Train,0.8934067806235447,0
1,MCA,35218,Test,0.8952,0
2,ACA,35218,Train,0.8477483105230279,0
3,ACA,35218,Test,0.8486,0
4,FFI,35218,Train,0.3420410017604634,0
5,FFI,35218,Test,0.3344,0
6,AMCA,35218,Train,0.9937247998182748,0
7,AMCA,35218,Test,0.9928,0
0,MCA,49024,Train,0.8932155678851175,0
1,MCA,49024,Test,0.8906,0
2,ACA,49024,Train,0.8666571475195822,0
3,ACA,49024,Test,0.8634,0
4,FFI,49024,Train,0.3457286227154047,0
5,FFI,49024,Test,0.3468,0
6,AMCA,49024,Train,0.9942681135770236,0
7,AMCA,49024,Test,0.993,0
0,MCA,1289,Train,0.8882854926299457,0
1,MCA,1289,Test,0.8692,0
2,ACA,1289,Train,0.7253685027152832,0
3,ACA,1289,Test,0.7258,0
4,FFI,1289,Train,0.32505818463925523,0
5,FFI,1289,Test,0.2854,0
6,AMCA,1289,Train,0.9883630721489528,0
7,AMCA,1289,Test,0.9814,0
0,MCA,246,Train,0.8414634146341463,0
1,MCA,246,Test,0.8146,0
2,ACA,246,Train,0.7548780487804878,0
3,ACA,246,Test,0.619,0
4,FFI,246,Train,0.2764227642276423,0
5,FFI,246,Test,0.2402,0
6,AMCA,246,Train,0.9674796747967479,0
7,AMCA,246,Test,0.9329999999999999,0
0,MCA,4841,Train,0.8929973146044206,0
1,MCA,4841,Test,0.889,0
2,ACA,4841,Train,0.785374922536666,0
3,ACA,4841,Test,0.7706,0
4,FFI,4841,Train,0.3385664118983681,0
5,FFI,4841,Test,0.3272,0
6,AMCA,4841,Train,0.9931832266060732,0
7,AMCA,4841,Test,0.9912,0
0,MCA,9380,Train,0.8917910447761194,0
1,MCA,9380,Test,0.8909999999999999,0
2,ACA,9380,Train,0.8126865671641791,0
3,ACA,9380,Test,0.7924,0
4,FFI,9380,Train,0.3453091684434968,0
5,FFI,9380,Test,0.3368,0
6,AMCA,9380,Train,0.9933901918976544,0
7,AMCA,9380,Test,0.9932,0
0,MCA,2498,Train,0.8823058446757406,0
1,MCA,2498,Test,0.8932,0
2,ACA,2498,Train,0.7702161729383507,0
3,ACA,2498,Test,0.7416,0
4,FFI,2498,Train,0.3438751000800641,0
5,FFI,2498,Test,0.3184,0
6,AMCA,2498,Train,0.9923939151321056,0
7,AMCA,2498,Test,0.9890000000000001,0
0,MCA,4841,Train,0.8901053501342697,0
1,MCA,4841,Test,0.8886,0
2,ACA,4841,Train,0.7690559801693865,0
3,ACA,4841,Test,0.768,0
4,FFI,4841,Train,0.3395992563519934,0
5,FFI,4841,Test,0.3354,0
6,AMCA,4841,Train,0.9942160710596984,0
7,AMCA,4841,Test,0.9906,0
0,MCA,35218,Train,0.8930660457720484,0
1,MCA,35218,Test,0.8906,0
2,ACA,35218,Train,0.8367312169913113,0
3,ACA,35218,Test,0.8328,0
4,FFI,35218,Train,0.3481742290873985,0
5,FFI,35218,Test,0.3474,0
6,AMCA,35218,Train,0.993156908399114,0
7,AMCA,35218,Test,0.9942,0
0,MCA,2498,Train,0.8835068054443554,0
1,MCA,2498,Test,0.8818,0
2,ACA,2498,Train,0.7630104083266613,0
3,ACA,2498,Test,0.7456,0
4,FFI,2498,Train,0.3318654923939151,0
5,FFI,2498,Test,0.313,0
6,AMCA,2498,Train,0.9923939151321056,0
7,AMCA,2498,Test,0.9890000000000001,0
0,MCA,18175,Train,0.89353507565337,0
1,MCA,18175,Test,0.8896,0
2,ACA,18175,Train,0.8302063273727648,0
3,ACA,18175,Test,0.8254,0
4,FFI,18175,Train,0.3456946354883081,0
5,FFI,18175,Test,0.3412,0
6,AMCA,18175,Train,0.994222833562586,0
7,AMCA,18175,Test,0.9938,0
0,MCA,246,Train,0.8130081300813008,0
1,MCA,246,Test,0.7416,0
2,ACA,246,Train,0.7264227642276422,0
3,ACA,246,Test,0.609,0
4,FFI,246,Train,0.3333333333333333,0
5,FFI,246,Test,0.2856,0
6,AMCA,246,Train,0.9837398373983741,0
7,AMCA,246,Test,0.9368,0
0,MCA,9380,Train,0.8877398720682302,0
1,MCA,9380,Test,0.8874,0
2,ACA,9380,Train,0.7971215351812366,0
3,ACA,9380,Test,0.7994,0
4,FFI,9380,Train,0.3404051172707889,0
5,FFI,9380,Test,0.344,0
6,AMCA,9380,Train,0.9937100213219616,0
7,AMCA,9380,Test,0.9922,0
0,MCA,13057,Train,0.8971432947844068,0
1,MCA,13057,Test,0.8906,0
2,ACA,13057,Train,0.8030175384851038,0
3,ACA,13057,Test,0.8058,0
4,FFI,13057,Train,0.3454851803630237,0
5,FFI,13057,Test,0.3394,0
6,AMCA,13057,Train,0.9928007965076204,0
7,AMCA,13057,Test,0.9940000000000001,0
0,MCA,177,Train,0.807909604519774,0
1,MCA,177,Test,0.804,0
2,ACA,177,Train,0.7692090395480226,0
3,ACA,177,Test,0.5992,0
4,FFI,177,Train,0.2485875706214689,0
5,FFI,177,Test,0.212,0
6,AMCA,177,Train,0.9661016949152542,0
7,AMCA,177,Test,0.8986,0
0,MCA,6738,Train,0.890026714158504,0
1,MCA,6738,Test,0.8886,0
2,ACA,6738,Train,0.7628376372810923,0
3,ACA,6738,Test,0.7598,0
4,FFI,6738,Train,0.34223805283466896,0
5,FFI,6738,Test,0.331,0
6,AMCA,6738,Train,0.9930246363906204,0
7,AMCA,6738,Test,0.9908,0
0,MCA,1289,Train,0.8619084561675717,0
1,MCA,1289,Test,0.8542,0
2,ACA,1289,Train,0.7160589604344453,0
3,ACA,1289,Test,0.7084,0
4,FFI,1289,Train,0.30100853374709075,0
5,FFI,1289,Test,0.3068,0
6,AMCA,1289,Train,0.982932505818464,0
7,AMCA,1289,Test,0.9840000000000001,0
0,MCA,1289,Train,0.8463925523661753,0
1,MCA,1289,Test,0.8426,0
2,ACA,1289,Train,0.7284716834755625,0
3,ACA,1289,Test,0.7044,0
4,FFI,1289,Train,0.30333591931730025,0
5,FFI,1289,Test,0.299,0
6,AMCA,1289,Train,0.978277734678045,0
7,AMCA,1289,Test,0.9856,0
0,MCA,13057,Train,0.8909397258175691,0
1,MCA,13057,Test,0.8906,0
2,ACA,13057,Train,0.7959715095351153,0
3,ACA,13057,Test,0.8042,0
4,FFI,13057,Train,0.3429578004135713,0
5,FFI,13057,Test,0.34700000000000003,0
6,AMCA,13057,Train,0.9924944474228384,0
7,AMCA,13057,Test,0.9926,0
0,MCA,2498,Train,0.8454763811048839,0
1,MCA,2498,Test,0.8484,0
2,ACA,2498,Train,0.7301841473178543,0
3,ACA,2498,Test,0.7292,0
4,FFI,2498,Train,0.3162530024019216,0
5,FFI,2498,Test,0.308,0
6,AMCA,2498,Train,0.9863891112890312,0
7,AMCA,2498,Test,0.9876,0
0,MCA,3477,Train,0.8671268334771355,0
1,MCA,3477,Test,0.8676,0
2,ACA,3477,Train,0.7538107563991947,0
3,ACA,3477,Test,0.7552,0
4,FFI,3477,Train,0.3359217716422203,0
5,FFI,3477,Test,0.3294,0
6,AMCA,3477,Train,0.9873454127121082,0
7,AMCA,3477,Test,0.9890000000000001,0
0,MCA,4841,Train,0.8905184879157199,0
1,MCA,4841,Test,0.887,0
2,ACA,4841,Train,0.7535633133650073,0
3,ACA,4841,Test,0.7476,0
4,FFI,4841,Train,0.3402189630241685,0
5,FFI,4841,Test,0.3294,0
6,AMCA,4841,Train,0.9917372443709978,0
7,AMCA,4841,Test,0.9894,0
0,MCA,343,Train,0.8396501457725948,0
1,MCA,343,Test,0.833,0
2,ACA,343,Train,0.7051020408163264,0
3,ACA,343,Test,0.6214,0
4,FFI,343,Train,0.3090379008746356,0
5,FFI,343,Test,0.2876,0
6,AMCA,343,Train,0.9854227405247812,0
7,AMCA,343,Test,0.965,0
0,MCA,25300,Train,0.8925691699604743,0
1,MCA,25300,Test,0.8918,0
2,ACA,25300,Train,0.835296442687747,0
3,ACA,25300,Test,0.841,0
4,FFI,25300,Train,0.34391304347826085,0
5,FFI,25300,Test,0.3438,0
6,AMCA,25300,Train,0.99399209486166,0
7,AMCA,25300,Test,0.9938,0
0,MCA,1794,Train,0.850613154960981,0
1,MCA,1794,Test,0.851,0
2,ACA,1794,Train,0.7826086956521741,0
3,ACA,1794,Test,0.7566,0
4,FFI,1794,Train,0.3188405797101449,0
5,FFI,1794,Test,0.3054,0
6,AMCA,1794,Train,0.9871794871794872,0
7,AMCA,1794,Test,0.9886,0
0,MCA,177,Train,0.7853107344632768,0
1,MCA,177,Test,0.7522,0
2,ACA,177,Train,0.757909604519774,0
3,ACA,177,Test,0.6059999999999999,0
4,FFI,177,Train,0.288135593220339,0
5,FFI,177,Test,0.2268,0
6,AMCA,177,Train,0.9887005649717514,0
7,AMCA,177,Test,0.8644,0
